,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
1427,51633,20,hybrid,1000,216,Oman,alpha,1004332.671143295,1460.0,1002851.9797725704,561,29.937496,0.016,1.67,0.02672,1.0,7.017
1428,51633,20,hybrid,1000,216,Gambia,alpha,979288.8000769216,920.0,978551.4798072018,249,22.2389,0.016,1.67,0.02672,1.0,7.228999999999999
1429,51633,20,hybrid,1000,216,Oman,gamma,1015385.253827706,1400.0,1014016.6252554744,205,30.046513,0.016,2.0,0.032,1.0,7.017
1430,51633,20,hybrid,1000,216,Mozambique,alpha,922486.6036361464,1263.972802313032,921698.6574287184,998,22.208881,0.016,1.67,0.02672,1.0,3.366
1431,51633,20,hybrid,1000,216,Gambia,alpha,979784.1234545716,1040.0,978833.7508550626,752,22.045294,0.016,1.67,0.02672,1.0,7.228999999999999
1432,51633,20,hybrid,1000,216,Gambia,alpha,980679.3341864364,1220.0,979632.007429614,717,22.250343,0.016,1.67,0.02672,1.0,7.228999999999999
1433,51633,20,hybrid,1000,216,Bangladesh,delta,992918.1002837042,2700.0,989874.2497721168,218,30.091131,0.016,2.2,0.0352,1.0,3.4690000000000003
1434,51633,20,hybrid,1000,216,Oman,gamma,1015092.2689801992,1440.0,1013664.2616898664,472,29.88288,0.016,2.0,0.032,1.0,7.017
1435,51633,20,hybrid,1000,216,Mozambique,beta,791137.5193538571,1260.0,789999.7784995083,233,22.333052,0.016,1.0,0.016,1.0,3.366
1436,51633,20,hybrid,1000,216,Mozambique,beta,789571.057401503,1302.48832,788482.8051064597,795,22.307693,0.016,1.0,0.016,1.0,3.366
1437,51633,20,hybrid,1000,216,Oman,gamma,1014663.767660541,1600.0,1013083.187509845,375,30.025703,0.016,2.0,0.032,1.0,7.017
1438,51633,20,hybrid,1000,216,Oman,beta,958056.0807260504,1600.0,956458.3421129488,137,29.994968,0.016,1.0,0.016,1.0,7.017
1439,51633,20,hybrid,1000,216,Mozambique,beta,787078.2779478352,872.8391846454887,786276.2984849518,340,22.238306,0.016,1.0,0.016,1.0,3.366
