,Unnamed: 0,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
2,2,51633,20,hybrid,1000,216,Mozambique,delta,961079.1780747405,1360.0,959637.4021755996,3,22.425438,0.016,2.2,0.0352,1.0,3.366
4,4,51633,20,hybrid,1000,216,Mozambique,beta,783435.4135185074,1280.0,782354.3848372288,376,22.323826,0.016,1.0,0.016,1.0,3.366
5,5,51633,20,hybrid,1000,216,Gambia,alpha,977660.2382758196,960.0,976746.6050870056,363,22.050957,0.016,1.67,0.02672,1.0,7.228999999999999
6,6,51633,20,hybrid,1000,216,Mozambique,beta,779139.2890215511,967.43008370688,778211.2506737356,49,22.326735,0.016,1.0,0.016,1.0,3.366
10,10,51633,20,hybrid,1000,216,Gambia,gamma,996053.1462494568,1040.0,995105.450167811,355,22.139406,0.016,2.0,0.032,1.0,7.228999999999999
13,13,51633,20,hybrid,1000,216,Mozambique,beta,788113.1565801615,1060.0,786950.5555439009,813,22.268883,0.016,1.0,0.016,1.0,3.366
17,17,51633,20,hybrid,1000,216,Mozambique,beta,784142.0083190915,1320.0,782751.743819774,863,22.246605,0.016,1.0,0.016,1.0,3.366
19,19,51633,20,hybrid,1000,216,Mozambique,beta,774040.1920911686,1240.0,773088.5496451894,400,22.243935,0.016,1.0,0.016,1.0,3.366
20,20,51633,20,hybrid,1000,216,Mozambique,alpha,917589.8629876444,920.0,916815.6820895718,512,22.256773,0.016,1.67,0.02672,1.0,3.366
22,22,51633,20,hybrid,1000,216,Mozambique,beta,780456.4269016775,1000.0,779640.0667611035,91,22.152843,0.016,1.0,0.016,1.0,3.366
23,23,51633,20,hybrid,1000,216,Gambia,alpha,982764.1209308148,974.7731580847956,981842.3613344848,999,22.394665,0.016,1.67,0.02672,1.0,7.228999999999999
24,24,51633,20,hybrid,1000,216,Mozambique,beta,783511.3976233378,1038.4884258895036,782529.1702949641,16,22.304613,0.016,1.0,0.016,1.0,3.366
25,25,51633,20,hybrid,1000,216,Mozambique,delta,962651.229773532,1420.0,960927.0955639656,705,22.40041,0.016,2.2,0.0352,1.0,3.366
27,27,51633,20,hybrid,1000,216,Mozambique,beta,782557.5932509277,1120.0,781070.0267817392,1000,22.333252,0.016,1.0,0.016,1.0,3.366
32,32,51633,20,hybrid,1000,216,Gambia,alpha,981752.8461913116,1180.0,980519.446357878,604,22.15804,0.016,1.67,0.02672,1.0,7.228999999999999
38,38,51633,20,hybrid,1000,216,Gambia,alpha,981039.92997599,780.0,980090.7902095446,148,22.266588,0.016,1.67,0.02672,1.0,7.228999999999999
41,41,51633,20,hybrid,1000,216,Gambia,alpha,982027.5605915324,1160.0,980919.2104321212,507,22.175262,0.016,1.67,0.02672,1.0,7.228999999999999
42,42,51633,20,hybrid,1000,216,Gambia,gamma,996106.0374292744,1120.0,995157.3635200316,489,22.224852,0.016,2.0,0.032,1.0,7.228999999999999
43,43,51633,20,hybrid,1000,216,Mozambique,beta,791616.559930956,1038.4884258895036,790213.6851619453,903,22.298878,0.016,1.0,0.016,1.0,3.366
44,44,51633,20,hybrid,1000,216,Gambia,gamma,998305.7719551472,960.0,997434.024210568,959,22.20395,0.016,2.0,0.032,1.0,7.228999999999999
45,45,51633,20,hybrid,1000,216,Gambia,alpha,980344.8685103994,1040.0,979438.7976839849,537,22.270525,0.016,1.67,0.02672,1.0,7.228999999999999
47,47,51633,20,hybrid,1000,216,Mozambique,delta,958732.9703367188,1300.0,957472.5139936795,463,22.40553,0.016,2.2,0.0352,1.0,3.366
48,48,51633,20,hybrid,1000,216,Mozambique,gamma,945829.1084092614,1260.0,944466.9517117086,489,22.317305,0.016,2.0,0.032,1.0,3.366
54,54,51633,20,hybrid,1000,216,Gambia,beta,900511.6434510375,980.0,899616.2302506428,899,22.184156,0.016,1.0,0.016,1.0,7.228999999999999
56,56,51633,20,hybrid,1000,216,Gambia,delta,1004228.250100514,1280.0,1002964.006901552,511,22.427032,0.016,2.2,0.0352,1.0,7.228999999999999
57,57,51633,20,hybrid,1000,216,Mozambique,beta,786298.3935081516,1100.0,785444.9936645785,888,22.177902,0.016,1.0,0.016,1.0,3.366
58,58,51633,20,hybrid,1000,216,Mozambique,beta,778753.1701852262,880.0,777850.4643922024,482,22.306185,0.016,1.0,0.016,1.0,3.366
59,59,51633,20,hybrid,1000,216,Gambia,alpha,980180.897398355,1067.1777092703796,978938.4425333694,923,22.21356,0.016,1.67,0.02672,1.0,7.228999999999999
61,61,51633,20,hybrid,1000,216,Mozambique,alpha,917904.3781244964,1320.0,916875.6772522886,342,22.264856,0.016,1.67,0.02672,1.0,3.366
64,64,51633,20,hybrid,1000,216,Mozambique,delta,960149.10716824,1360.0,958749.4217671892,356,22.195488,0.016,2.2,0.0352,1.0,3.366
67,67,51633,20,hybrid,1000,216,Mozambique,delta,959159.9853088404,1140.0,958403.351545686,23,22.215963,0.016,2.2,0.0352,1.0,3.366
70,70,51633,20,hybrid,1000,216,Mozambique,beta,783264.6805849333,960.0,782097.794863266,36,22.269024,0.016,1.0,0.016,1.0,3.366
72,72,51633,20,hybrid,1000,216,Gambia,alpha,985074.8133810256,1220.0,984055.8996027872,32,22.155506,0.016,1.67,0.02672,1.0,7.228999999999999
73,73,51633,20,hybrid,1000,216,Mozambique,beta,778446.956842137,920.0,777414.6907037073,410,22.216051,0.016,1.0,0.016,1.0,3.366
74,74,51633,20,hybrid,1000,216,Mozambique,beta,784066.7290902094,1020.0,783197.9251463971,38,22.315619,0.016,1.0,0.016,1.0,3.366
76,76,51633,20,hybrid,1000,216,Gambia,alpha,979272.7500214828,1260.0000000000002,977919.805249078,785,22.12831,0.016,1.67,0.02672,1.0,7.228999999999999
78,78,51633,20,hybrid,1000,216,Mozambique,beta,783896.2033832896,1120.0,783060.4817742505,982,22.30951,0.016,1.0,0.016,1.0,3.366
80,80,51633,20,hybrid,1000,216,Mozambique,beta,786070.6538583832,1060.0,784843.2094195927,953,22.248257,0.016,1.0,0.016,1.0,3.366
81,81,51633,20,hybrid,1000,216,Mozambique,alpha,923723.9949847776,1080.0,922822.583428302,36,22.269024,0.016,1.67,0.02672,1.0,3.366
82,82,51633,20,hybrid,1000,216,Mozambique,beta,787928.1603184319,1140.0,787006.9185325555,844,22.331978,0.016,1.0,0.016,1.0,3.366
83,83,51633,20,hybrid,1000,216,Mozambique,beta,785709.4450911308,1272.8391846454888,784810.3823485491,61,22.3782,0.016,1.0,0.016,1.0,3.366
85,85,51633,20,hybrid,1000,216,Gambia,alpha,981063.270031008,1120.0,979990.8270521624,605,22.086931,0.016,1.67,0.02672,1.0,7.228999999999999
88,88,51633,20,hybrid,1000,216,Mozambique,beta,785470.1807584135,785.159780352,784562.4816260049,746,22.322376,0.016,1.0,0.016,1.0,3.366
89,89,51633,20,hybrid,1000,216,Mozambique,alpha,920466.0312060196,1340.0,919328.7032099756,915,22.31147,0.016,1.67,0.02672,1.0,3.366
90,90,51633,20,hybrid,1000,216,Gambia,alpha,981776.8696121762,960.0,980851.820934146,918,22.305584,0.016,1.67,0.02672,1.0,7.228999999999999
92,92,51633,20,hybrid,1000,216,Mozambique,beta,781013.4338529732,1000.0,779849.3695589055,980,22.201189,0.016,1.0,0.016,1.0,3.366
93,93,51633,20,hybrid,1000,216,Gambia,gamma,996701.6377300572,1080.0,995862.295388918,976,22.15731,0.016,2.0,0.032,1.0,7.228999999999999
97,97,51633,20,hybrid,1000,216,Gambia,alpha,981145.6794525628,1220.0,980181.156756199,208,22.275055,0.016,1.67,0.02672,1.0,7.228999999999999
99,99,51633,20,hybrid,1000,216,Mozambique,alpha,919525.3832313528,1100.0,918565.0324035796,536,22.312523,0.016,1.67,0.02672,1.0,3.366
102,102,51633,20,hybrid,1000,216,Gambia,alpha,980702.5451474268,1200.0,979497.8014385432,887,22.152115,0.016,1.67,0.02672,1.0,7.228999999999999
105,105,51633,20,hybrid,1000,216,Gambia,alpha,978342.843696096,1100.0,976906.1784589804,93,22.154112,0.016,1.67,0.02672,1.0,7.228999999999999
106,106,51633,20,hybrid,1000,216,Mozambique,beta,779316.4255439143,855.4070215745863,778418.4477833426,144,22.228619,0.016,1.0,0.016,1.0,3.366
107,107,51633,20,hybrid,1000,216,Gambia,alpha,983847.88374443,1320.0,982585.8682933686,480,22.304026,0.016,1.67,0.02672,1.0,7.228999999999999
108,108,51633,20,hybrid,1000,216,Gambia,alpha,982813.6098985936,1120.0,981882.2613875248,792,22.24641,0.016,1.67,0.02672,1.0,7.228999999999999
109,109,51633,20,hybrid,1000,216,Gambia,alpha,981737.3045060429,980.0,980658.4996363958,812,22.066706,0.016,1.67,0.02672,1.0,7.228999999999999
110,110,51633,20,hybrid,1000,216,Mozambique,gamma,946319.3383951762,1460.0,944809.5170204889,232,22.140995,0.016,2.0,0.032,1.0,3.366
112,112,51633,20,hybrid,1000,216,Gambia,alpha,981775.1529358008,920.0,980849.9022834358,308,22.082912,0.016,1.67,0.02672,1.0,7.228999999999999
115,115,51633,20,hybrid,1000,216,Gambia,alpha,980934.0148730046,1420.0,979601.0853617704,977,22.177444,0.016,1.67,0.02672,1.0,7.228999999999999
117,117,51633,20,hybrid,1000,216,Mozambique,beta,777738.451504651,902.985984,777134.1236888955,289,22.259315,0.016,1.0,0.016,1.0,3.366
119,119,51633,20,hybrid,1000,216,Gambia,alpha,979962.265886078,1060.0,978588.4965814792,220,22.204144,0.016,1.67,0.02672,1.0,7.228999999999999
120,120,51633,20,hybrid,1000,216,Mozambique,beta,788678.1374086675,840.0,787923.4012288708,727,22.24616,0.016,1.0,0.016,1.0,3.366
121,121,51633,20,hybrid,1000,216,Gambia,alpha,980320.1093121064,880.0,979531.561489278,542,22.317747,0.016,1.67,0.02672,1.0,7.228999999999999
122,122,51633,20,hybrid,1000,216,Mozambique,beta,778468.604123393,1206.1917364224,777274.1420651599,873,22.110828,0.016,1.0,0.016,1.0,3.366
124,124,51633,20,hybrid,1000,216,Mozambique,beta,784251.4888792059,1200.0,782797.7701004881,327,22.262114,0.016,1.0,0.016,1.0,3.366
130,130,51633,20,hybrid,1000,216,Gambia,beta,898167.1559999872,1020.0,897282.1983136727,306,22.142147,0.016,1.0,0.016,1.0,7.228999999999999
132,132,51633,20,hybrid,1000,216,Gambia,alpha,980310.4931737405,960.0,979368.0724867166,943,22.150616,0.016,1.67,0.02672,1.0,7.228999999999999
133,133,51633,20,hybrid,1000,216,Mozambique,beta,784408.8212258113,940.0,783153.4389685865,771,22.29331,0.016,1.0,0.016,1.0,3.366
135,135,51633,20,hybrid,1000,216,Mozambique,beta,786415.2331182412,1148.916100448256,785186.9631736602,879,22.200682,0.016,1.0,0.016,1.0,3.366
136,136,51633,20,hybrid,1000,216,Gambia,delta,1003040.7899815288,1240.0,1001572.2791862407,599,22.208778,0.016,2.2,0.0352,1.0,7.228999999999999
138,138,51633,20,hybrid,1000,216,Mozambique,beta,787042.1290279665,1140.0,785588.2923191185,183,22.388685,0.016,1.0,0.016,1.0,3.366
139,139,51633,20,hybrid,1000,216,Gambia,alpha,980934.0148730046,1420.0,979601.0853617704,977,22.177444,0.016,1.67,0.02672,1.0,7.228999999999999
140,140,51633,20,hybrid,1000,216,Gambia,gamma,995213.9384046176,1080.0,994042.6129539976,367,22.272604,0.016,2.0,0.032,1.0,7.228999999999999
141,141,51633,20,hybrid,1000,216,Gambia,alpha,983153.33138863,1120.0,982113.0508889352,672,22.175383,0.016,1.67,0.02672,1.0,7.228999999999999
142,142,51633,20,hybrid,1000,216,Gambia,alpha,980426.6040263894,1080.0,979383.7598238704,385,22.120533,0.016,1.67,0.02672,1.0,7.228999999999999
148,148,51633,20,hybrid,1000,216,Gambia,alpha,979953.0589662543,1300.0,978675.267038138,320,22.077753,0.016,1.67,0.02672,1.0,7.228999999999999
149,149,51633,20,hybrid,1000,216,Gambia,alpha,979039.90321153,1180.0,978153.9504649094,873,22.035057,0.016,1.67,0.02672,1.0,7.228999999999999
150,150,51633,20,hybrid,1000,216,Mozambique,beta,778543.6586862465,1189.1877464274107,777484.2310496178,430,22.305538,0.016,1.0,0.016,1.0,3.366
151,151,51633,20,hybrid,1000,216,Mozambique,beta,783552.9808593881,1060.0,782485.2682980741,312,22.17772,0.016,1.0,0.016,1.0,3.366
152,152,51633,20,hybrid,1000,216,Gambia,delta,1003956.7693289212,1320.0,1002543.8441238092,248,22.153603,0.016,2.2,0.0352,1.0,7.228999999999999
153,153,51633,20,hybrid,1000,216,Mozambique,alpha,923786.631776178,1000.0,923143.930146378,317,22.236244,0.016,1.67,0.02672,1.0,3.366
155,155,51633,20,hybrid,1000,216,Mozambique,beta,788848.8077665223,1120.0,787446.7799759428,129,22.320257,0.016,1.0,0.016,1.0,3.366
157,157,51633,20,hybrid,1000,216,Mozambique,beta,785477.3582949897,1240.0,783766.248693954,511,22.504543,0.016,1.0,0.016,1.0,3.366
158,158,51633,20,hybrid,1000,216,Gambia,alpha,983590.1903881552,1200.0,982484.8415009636,449,22.081823,0.016,1.67,0.02672,1.0,7.228999999999999
160,160,51633,20,hybrid,1000,216,Mozambique,beta,776860.6715742568,992.8391846454888,775991.6571366154,154,22.23254,0.016,1.0,0.016,1.0,3.366
162,162,51633,20,hybrid,1000,216,Mozambique,beta,790602.5610781789,1187.43008370688,789497.9849614808,885,22.407305,0.016,1.0,0.016,1.0,3.366
163,163,51633,20,hybrid,1000,216,Mozambique,beta,777498.1191979087,740.0,776568.017694046,676,22.132515,0.016,1.0,0.016,1.0,3.366
164,164,51633,20,hybrid,1000,216,Gambia,alpha,979824.643980203,1091.305653512308,978905.80637745,290,22.266365,0.016,1.67,0.02672,1.0,7.228999999999999
165,165,51633,20,hybrid,1000,216,Mozambique,beta,784693.4905657967,960.0,784064.317274468,778,22.295374,0.016,1.0,0.016,1.0,3.366
166,166,51633,20,hybrid,1000,216,Mozambique,gamma,946893.3553468346,1320.0,945402.6294719476,917,22.37212,0.016,2.0,0.032,1.0,3.366
168,168,51633,20,hybrid,1000,216,Gambia,alpha,982218.1329883024,1000.0,981244.385172839,776,22.253887,0.016,1.67,0.02672,1.0,7.228999999999999
169,169,51633,20,hybrid,1000,216,Mozambique,beta,777791.7730870756,867.4300837068799,776863.5681522237,258,22.324003,0.016,1.0,0.016,1.0,3.366
170,170,51633,20,hybrid,1000,216,Gambia,alpha,983707.9728889652,1220.0,982653.6199612776,66,22.246086,0.016,1.67,0.02672,1.0,7.228999999999999
173,173,51633,20,hybrid,1000,216,Mozambique,beta,777875.5412782825,1260.0,776773.2438768931,345,22.252058,0.016,1.0,0.016,1.0,3.366
175,175,51633,20,hybrid,1000,216,Gambia,alpha,980103.8146599382,1040.0,979313.481183926,109,22.155386,0.016,1.67,0.02672,1.0,7.228999999999999
177,177,51633,20,hybrid,1000,216,Mozambique,gamma,943844.9023071948,1020.0,943039.6511531852,988,22.174093,0.016,2.0,0.032,1.0,3.366
179,179,51633,20,hybrid,1000,216,Mozambique,gamma,947040.0334347412,1200.0,945994.2805732908,902,22.230043,0.016,2.0,0.032,1.0,3.366
180,180,51633,20,hybrid,1000,216,Mozambique,beta,787831.1841826481,960.0,787080.9460877483,738,22.234879,0.016,1.0,0.016,1.0,3.366
181,181,51633,20,hybrid,1000,216,Gambia,alpha,981560.3429834112,1220.0,980205.4170680512,954,22.09275,0.016,1.67,0.02672,1.0,7.228999999999999
182,182,51633,20,hybrid,1000,216,Mozambique,beta,782095.8197542769,930.6993205379072,780898.0278114154,508,22.45672,0.016,1.0,0.016,1.0,3.366
186,186,51633,20,hybrid,1000,216,Gambia,alpha,981012.077592366,1000.0,979920.433322752,300,22.020159,0.016,1.67,0.02672,1.0,7.228999999999999
188,188,51633,20,hybrid,1000,216,Gambia,alpha,978998.5193703892,1000.0,978184.2639637148,488,22.081684,0.016,1.67,0.02672,1.0,7.228999999999999
191,191,51633,20,hybrid,1000,216,Gambia,alpha,979643.6755549548,1200.0,978599.7207651231,692,22.33311,0.016,1.67,0.02672,1.0,7.228999999999999
192,192,51633,20,hybrid,1000,216,Mozambique,beta,779445.3667934281,820.0,778695.1278565577,663,22.331089,0.016,1.0,0.016,1.0,3.366
197,197,51633,20,hybrid,1000,216,Gambia,delta,1003030.4889925056,1060.0,1002065.614640036,496,22.285395,0.016,2.2,0.0352,1.0,7.228999999999999
198,198,51633,20,hybrid,1000,216,Gambia,alpha,979394.6464523198,1220.0,978153.470258078,176,22.21526,0.016,1.67,0.02672,1.0,7.228999999999999
199,199,51633,20,hybrid,1000,216,Mozambique,beta,783902.6679911421,1100.0,782333.226462347,744,22.440111,0.016,1.0,0.016,1.0,3.366
201,201,51633,20,hybrid,1000,216,Gambia,alpha,981493.2379275832,1100.0,980469.4366992884,679,22.125628,0.016,1.67,0.02672,1.0,7.228999999999999
203,203,51633,20,hybrid,1000,216,Mozambique,beta,787727.1877617132,880.0,786968.5722189653,818,22.383804,0.016,1.0,0.016,1.0,3.366
208,208,51633,20,hybrid,1000,216,Gambia,alpha,980333.939932648,1060.0,979320.2650680756,489,22.224852,0.016,1.67,0.02672,1.0,7.228999999999999
209,209,51633,20,hybrid,1000,216,Mozambique,beta,780053.7705764201,1000.0,779449.9746106965,402,22.283691,0.016,1.0,0.016,1.0,3.366
211,211,51633,20,hybrid,1000,216,Mozambique,gamma,949909.179144744,940.0,948977.9294586548,565,22.415888,0.016,2.0,0.032,1.0,3.366
213,213,51633,20,hybrid,1000,216,Mozambique,alpha,920144.0822966208,1045.159780352,919183.0501754092,210,22.30765,0.016,1.67,0.02672,1.0,3.366
214,214,51633,20,hybrid,1000,216,Mozambique,beta,782257.8012106324,968.916100448256,781007.0233529985,150,22.297571,0.016,1.0,0.016,1.0,3.366
215,215,51633,20,hybrid,1000,216,Gambia,alpha,979746.8913192836,760.0,979109.5712551164,301,22.191782,0.016,1.67,0.02672,1.0,7.228999999999999
217,217,51633,20,hybrid,1000,216,Gambia,alpha,979093.9186475824,1100.0,978098.6903416996,226,22.09867,0.016,1.67,0.02672,1.0,7.228999999999999
218,218,51633,20,hybrid,1000,216,Mozambique,beta,780849.3189362602,1285.159780352,779727.2874170108,478,22.241055,0.016,1.0,0.016,1.0,3.366
220,220,51633,20,hybrid,1000,216,Gambia,alpha,982210.044665592,920.0,981495.8074218398,711,22.29916,0.016,1.67,0.02672,1.0,7.228999999999999
221,221,51633,20,hybrid,1000,216,Mozambique,beta,785000.5664670985,880.0,784437.978656725,148,22.347229,0.016,1.0,0.016,1.0,3.366
222,222,51633,20,hybrid,1000,216,Gambia,alpha,982185.1082040236,960.0,981609.2794208812,913,22.159248,0.016,1.67,0.02672,1.0,7.228999999999999
224,224,51633,20,hybrid,1000,216,Mozambique,beta,791616.559930956,1038.4884258895036,790213.6851619453,903,22.298878,0.016,1.0,0.016,1.0,3.366
226,226,51633,20,hybrid,1000,216,Gambia,delta,1003872.0051793312,1140.0,1002679.3727094608,210,22.225204,0.016,2.2,0.0352,1.0,7.228999999999999
229,229,51633,20,hybrid,1000,216,Mozambique,beta,771894.7308780446,995.4070215745865,770783.9434106288,702,22.227657,0.016,1.0,0.016,1.0,3.366
232,232,51633,20,hybrid,1000,216,Mozambique,beta,787902.795610182,980.0,786666.8003585555,749,22.304844,0.016,1.0,0.016,1.0,3.366
233,233,51633,20,hybrid,1000,216,Mozambique,beta,785025.0541298483,1180.0,783865.5839180927,822,22.294577,0.016,1.0,0.016,1.0,3.366
234,234,51633,20,hybrid,1000,216,Mozambique,beta,787308.5703785904,1000.0,786424.7307662644,851,22.335396,0.016,1.0,0.016,1.0,3.366
235,235,51633,20,hybrid,1000,216,Gambia,alpha,979741.1911532218,1140.0,978655.7714819429,60,22.219194,0.016,1.67,0.02672,1.0,7.228999999999999
237,237,51633,20,hybrid,1000,216,Mozambique,beta,781840.4696114616,1121.728,780974.8683122391,567,22.177069,0.016,1.0,0.016,1.0,3.366
238,238,51633,20,hybrid,1000,216,Mozambique,beta,781635.3178039198,880.0,781403.3499000209,670,22.256237,0.016,1.0,0.016,1.0,3.366
239,239,51633,20,hybrid,1000,216,Mozambique,gamma,946168.4325880124,1160.0,945074.965595425,352,22.208,0.016,2.0,0.032,1.0,3.366
241,241,51633,20,hybrid,1000,216,Gambia,beta,898073.5447292873,920.0,896892.1862859691,611,22.15948,0.016,1.0,0.016,1.0,7.228999999999999
242,242,51633,20,hybrid,1000,216,Mozambique,beta,778879.7429386168,840.0,777868.1885639355,48,22.266283,0.016,1.0,0.016,1.0,3.366
244,244,51633,20,hybrid,1000,216,Mozambique,beta,786229.4808767946,820.0,785648.6268168683,568,22.214254,0.016,1.0,0.016,1.0,3.366
245,245,51633,20,hybrid,1000,216,Mozambique,beta,787448.1541302203,860.0,787212.4825086405,669,22.207167,0.016,1.0,0.016,1.0,3.366
247,247,51633,20,hybrid,1000,216,Gambia,delta,1004018.5323120116,1300.0,1002689.7925139546,320,22.077753,0.016,2.2,0.0352,1.0,7.228999999999999
248,248,51633,20,hybrid,1000,216,Mozambique,beta,782548.0567415894,987.43008370688,781709.0453689611,600,22.254566,0.016,1.0,0.016,1.0,3.366
249,249,51633,20,hybrid,1000,216,Gambia,alpha,983277.2914576202,1160.0,981955.340557455,781,22.229637,0.016,1.67,0.02672,1.0,7.228999999999999
251,251,51633,20,hybrid,1000,216,Mozambique,beta,784561.3466735118,1120.0,783589.1967352731,371,22.349592,0.016,1.0,0.016,1.0,3.366
254,254,51633,20,hybrid,1000,216,Gambia,alpha,983708.1147700794,980.0,982610.944600102,694,22.22144,0.016,1.67,0.02672,1.0,7.228999999999999
257,257,51633,20,hybrid,1000,216,Mozambique,beta,776768.7331472847,860.0,775871.0415041775,630,22.167883,0.016,1.0,0.016,1.0,3.366
258,258,51633,20,hybrid,1000,216,Gambia,beta,902092.3105038768,960.0,900943.0614843188,110,22.067213,0.016,1.0,0.016,1.0,7.228999999999999
260,260,51633,20,hybrid,1000,216,Mozambique,beta,786052.7503703185,957.1350215745864,785276.7359183552,336,22.378588,0.016,1.0,0.016,1.0,3.366
261,261,51633,20,hybrid,1000,216,Gambia,beta,901304.4736491888,1140.0,899980.6140930037,990,22.219519,0.016,1.0,0.016,1.0,7.228999999999999
265,265,51633,20,hybrid,1000,216,Mozambique,beta,782399.3223767572,1023.6482062415035,780981.8844012832,680,22.080503,0.016,1.0,0.016,1.0,3.366
266,266,51633,20,hybrid,1000,216,Mozambique,beta,786742.2604651928,1072.8391846454888,785958.6243050223,26,22.399319,0.016,1.0,0.016,1.0,3.366
267,267,51633,20,hybrid,1000,216,Gambia,alpha,979788.108965926,960.0,978974.7971800176,52,22.222271,0.016,1.67,0.02672,1.0,7.228999999999999
268,268,51633,20,hybrid,1000,216,Gambia,beta,896791.2738157667,1080.0,895661.7781482252,642,22.19216,0.016,1.0,0.016,1.0,7.228999999999999
269,269,51633,20,hybrid,1000,216,Mozambique,beta,773192.9467406983,895.4070215745863,772746.4564573301,363,22.126654,0.016,1.0,0.016,1.0,3.366
271,271,51633,20,hybrid,1000,216,Gambia,alpha,981710.116838582,1140.0,980708.9642256448,348,22.251379,0.016,1.67,0.02672,1.0,7.228999999999999
274,274,51633,20,hybrid,1000,216,Mozambique,alpha,922107.7351909644,1220.0,920489.658990135,26,22.399319,0.016,1.67,0.02672,1.0,3.366
275,275,51633,20,hybrid,1000,216,Gambia,beta,901139.0717229382,720.0,900715.6903213458,152,22.28708,0.016,1.0,0.016,1.0,7.228999999999999
276,276,51633,20,hybrid,1000,216,Mozambique,beta,790340.6217094774,1132.8391846454888,789121.0149134159,984,22.271204,0.016,1.0,0.016,1.0,3.366
281,281,51633,20,hybrid,1000,216,Mozambique,beta,784192.3248311381,1098.4884258895036,783527.8590458935,784,22.261951,0.016,1.0,0.016,1.0,3.366
286,286,51633,20,hybrid,1000,216,Mozambique,beta,780987.5175337638,1285.159780352,779879.3788573656,575,22.415026,0.016,1.0,0.016,1.0,3.366
287,287,51633,20,hybrid,1000,216,Gambia,alpha,981917.2616525118,820.0,981172.19999408,36,22.183853,0.016,1.67,0.02672,1.0,7.228999999999999
288,288,51633,20,hybrid,1000,216,Gambia,alpha,980184.4125267518,920.0,979184.201240953,758,22.15354,0.016,1.67,0.02672,1.0,7.228999999999999
293,293,51633,20,hybrid,1000,216,Gambia,gamma,998305.7719551472,960.0,997434.024210568,959,22.20395,0.016,2.0,0.032,1.0,7.228999999999999
294,294,51633,20,hybrid,1000,216,Gambia,alpha,983586.806775887,1160.0,982460.3139966894,565,22.322216,0.016,1.67,0.02672,1.0,7.228999999999999
297,297,51633,20,hybrid,1000,216,Gambia,alpha,980390.6270426568,1300.0,979214.3648198053,432,22.203598,0.016,1.67,0.02672,1.0,7.228999999999999
300,300,51633,20,hybrid,1000,216,Gambia,alpha,982362.4554399012,1100.0,981233.0392200752,862,22.158056,0.016,1.67,0.02672,1.0,7.228999999999999
302,302,51633,20,hybrid,1000,216,Gambia,alpha,981859.4903848897,1080.0,980779.3081788132,899,22.184156,0.016,1.67,0.02672,1.0,7.228999999999999
303,303,51633,20,hybrid,1000,216,Mozambique,beta,785402.3960934647,920.0,784688.7786692759,531,22.363575,0.016,1.0,0.016,1.0,3.366
305,305,51633,20,hybrid,1000,216,Mozambique,beta,784880.5447175473,1120.0,783732.7428561673,443,22.309341,0.016,1.0,0.016,1.0,3.366
307,307,51633,20,hybrid,1000,216,Gambia,alpha,978966.89181915,1080.0,978104.763255336,130,22.150076,0.016,1.67,0.02672,1.0,7.228999999999999
310,310,51633,20,hybrid,1000,216,Mozambique,beta,788678.1374086675,840.0,787923.4012288708,727,22.24616,0.016,1.0,0.016,1.0,3.366
312,312,51633,20,hybrid,1000,216,Mozambique,beta,778285.175667437,1152.8391846454888,777282.9307405989,719,22.266237,0.016,1.0,0.016,1.0,3.366
315,315,51633,20,hybrid,1000,216,Gambia,alpha,981396.774099215,1140.0,980401.8654638254,511,22.427032,0.016,1.67,0.02672,1.0,7.228999999999999
322,322,51633,20,hybrid,1000,216,Mozambique,beta,783750.2591697813,1080.0,783042.0298286774,946,22.369045,0.016,1.0,0.016,1.0,3.366
324,324,51633,20,hybrid,1000,216,Mozambique,beta,782510.6823895336,1222.0736,781658.7420131186,280,22.211939,0.016,1.0,0.016,1.0,3.366
325,325,51633,20,hybrid,1000,216,Gambia,alpha,979951.8822761868,960.0,979128.2981932544,872,22.171707,0.016,1.67,0.02672,1.0,7.228999999999999
327,327,51633,20,hybrid,1000,216,Mozambique,beta,783503.6624759762,1240.0,782246.8986770402,976,22.238543,0.016,1.0,0.016,1.0,3.366
328,328,51633,20,hybrid,1000,216,Gambia,alpha,980321.2507786846,900.0,979530.802187032,759,22.05313,0.016,1.67,0.02672,1.0,7.228999999999999
329,329,51633,20,hybrid,1000,216,Mozambique,beta,791192.2757591133,1305.159780352,789800.4481838258,13,22.318682,0.016,1.0,0.016,1.0,3.366
330,330,51633,20,hybrid,1000,216,Gambia,delta,1003186.9094344056,1080.0,1002206.8655910394,446,22.127258,0.016,2.2,0.0352,1.0,7.228999999999999
333,333,51633,20,hybrid,1000,216,Mozambique,beta,782074.3231613697,1160.0,781096.1960187271,14,22.2673,0.016,1.0,0.016,1.0,3.366
336,336,51633,20,hybrid,1000,216,Gambia,alpha,981548.791442216,1520.0,979946.7302708428,339,22.087511,0.016,1.67,0.02672,1.0,7.228999999999999
339,339,51633,20,hybrid,1000,216,Gambia,alpha,979237.969236486,1180.0,977983.5361521944,540,22.199444,0.016,1.67,0.02672,1.0,7.228999999999999
342,342,51633,20,hybrid,1000,216,Gambia,alpha,980771.788217468,980.0,979908.7062985762,75,22.271587,0.016,1.67,0.02672,1.0,7.228999999999999
