,Unnamed: 0,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
4674,4674,51633,20,hybrid,1000,216,Oman,gamma,1013421.8628064784,1560.0,1011966.1927523876,817,29.986687,0.016,2.0,0.032,1.0,7.017
4675,4675,51633,20,hybrid,1000,216,Bangladesh,beta,871545.9766112454,2140.0,869437.5445990462,303,30.081589,0.016,1.0,0.016,1.0,3.4690000000000003
4676,4676,51633,20,hybrid,1000,216,Oman,delta,1016467.2287494682,1500.0,1014963.0950385462,87,29.811228,0.016,2.2,0.0352,1.0,7.017
4678,4678,51633,20,hybrid,1000,216,Bangladesh,alpha,967011.8780733508,2460.0,964634.370640885,652,30.078695,0.016,1.67,0.02672,1.0,3.4690000000000003
4679,4679,51633,20,hybrid,1000,216,Bangladesh,delta,991416.7452298064,2560.0,988731.0998805574,300,29.9464,0.016,2.2,0.0352,1.0,3.4690000000000003
4681,4681,51633,20,hybrid,1000,216,Bangladesh,delta,993804.9696652234,3000.0,990833.63518625,466,30.188564,0.016,2.2,0.0352,1.0,3.4690000000000003
4683,4683,51633,20,hybrid,1000,216,Bangladesh,delta,992528.4004649428,2940.0,989391.8549384188,16,30.23117,0.016,2.2,0.0352,1.0,3.4690000000000003
4684,4684,51633,20,hybrid,1000,216,Oman,gamma,1013947.8645828592,1480.0,1012502.1861155222,920,30.102345,0.016,2.0,0.032,1.0,7.017
4685,4685,51633,20,hybrid,1000,216,Oman,gamma,1014411.605735569,1440.0,1012889.5960079778,540,30.013847,0.016,2.0,0.032,1.0,7.017
4690,4690,51633,20,hybrid,1000,216,Oman,delta,1017850.9662757048,1540.0,1016472.7602767384,612,30.0779,0.016,2.2,0.0352,1.0,7.017
