,width,height,intensity,num_lines_abs,num_shapes_abs,num_lines_unit,num_shapes_unit
0,4.908265885966654,8.367783132719254,10.684102978947651,295,8315,7.182630394929433,202.4527855384347
1,9.239561890666973,0.6323058305935794,12.826540526284571,258,1790,44.16122791094411,306.3899145759301
2,5.144894872091223,9.633529710760895,15.21934889327885,440,17782,8.877501008319012,358.7720975680197
3,3.4894527602775627,4.535774684074759,8.3623932403167,140,1373,8.845435900495918,86.74845350986355
4,7.9856504541105995,1.0902897700544085,1.0322764646551197,20,51,2.297088681990685,5.857576139076246
5,8.242055271511502,7.835302495589238,3.4789862864079866,106,798,1.6414005508835599,12.356958864198875
6,6.672135547405879,3.3207800649717356,12.305500380963945,222,4088,10.019545010634102,184.50405406969466
7,2.7616196153287174,6.186518510399854,2.21877655408086,24,71,1.4047565515441351,4.1557381316513995
8,0.23763754399239967,5.040775141554764,7.898767981978775,92,175,76.8025159516656,146.09174229936391
9,1.7282163486118596,2.5908929431882424,5.020033510633589,33,78,7.369980904165545,17.41995486439129
0,4.355972678651262,5.491615875116832,0.8050180137281403,17,24,0.710662865072995,1.003288750691287
1,0.7578461104643691,3.4734717707805656,15.770383745901317,131,939,49.76528504759875,356.7145241198109
2,7.014393488629755,6.173201869910015,10.653909810590312,311,8648,7.182237877655856,199.71701982626317
3,5.116072640506917,2.433851649237973,8.260695083330287,118,1255,9.476570591035497,100.78894993008092
4,8.046002642021753,4.398504734397374,12.912909995840689,299,8596,8.448623438586225,242.89085979293372
5,3.04072880231897,8.615850098052217,2.627870845130105,70,305,2.6719124145370645,11.641904091911496
6,9.855460584011007,9.635093650867644,3.242418096866595,157,2472,1.653357564784089,26.03248344042209
7,6.703657859380023,7.045304009772044,12.13724093003754,330,11545,6.9871869140455,244.44567552319788
8,1.4741738290873252,0.3746126146264712,6.304368386279932,27,47,48.891422085763594,85.10729029744033
9,2.0978341606510016,1.6258599157142364,7.320758684601406,55,206,16.125322622306133,60.39666291263752
0,7.61341519593579,8.594130715352135,1.300641614608124,39,92,0.5960506109793098,1.4060681079511923
1,9.418243036290619,0.3808908566310215,4.799548277257809,94,146,26.20338591205709,40.698875991067396
2,0.9327284833540133,1.9699143978146032,11.194618939318248,63,270,34.28766856879453,146.9471510091194
3,2.866063889500409,9.84211892313571,7.2886907289642044,179,1969,6.345685663140389,69.80254229454428
4,4.045218670106189,4.838328704711138,2.830379864288817,51,284,2.605750340121457,14.510452874401839
5,5.026366974497252,7.46869315979497,6.311625167811885,145,1717,3.862506217941254,45.73740121520782
6,6.376463366878049,6.414819502337665,15.759435825083859,395,14003,9.656789968431154,342.3393162732695
7,3.8105533307818327,3.2734070719307065,8.395756962789116,116,1279,9.299721196375742,102.53744319107392
8,8.987276129314946,2.0563754966509276,11.920870616496149,250,4152,13.527249584376472,224.66056109732446
9,1.1504168911035282,5.864722376255054,13.006655064242393,193,2086,28.6058331382014,309.1801446957934
0,8.323679236404244,7.532589432551585,1.2163645758234984,34,134,0.5422746274123551,2.137200002154576
1,9.425436438616417,0.05182353682242691,2.553021984972551,56,45,114.64615892119598,92.12637770453247
2,4.507610378684455,8.33660427819392,10.354521901680252,249,5721,6.6261885550395245,152.24266957181175
3,6.24240973241508,3.1344146769389742,15.05894546263563,301,7603,15.383592680583842,388.57626295840186
4,1.1148368247392035,9.063374970472768,8.558189226468793,172,1104,17.022650918325045,109.26166635948168
5,2.6106200424416324,2.9899602323899455,4.687246630796522,45,156,5.765054719706072,19.985523028314383
6,7.288630553240255,6.322353844974723,14.128991052460368,411,13347,8.91901894017091,289.640257407448
7,3.5812382214226126,4.809874445854635,7.944043057066421,131,1773,7.605089769397423,102.92995542856207
