,Unnamed: 0,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
446,446,51633,20,hybrid,1000,216,Oman,gamma,1014848.1411885748,1600.0000000000002,1013218.6057249192,441,30.111952,0.016,2.05,0.0327999999999999,1.0,7.017
447,447,51633,20,hybrid,1000,216,Bangladesh,beta,870784.4480782631,2215.8251686454887,868745.7423422822,463,30.335064,0.016,1.0,0.016,1.0,3.4690000000000003
449,449,51633,20,hybrid,1000,216,Oman,alpha,1006156.1436130056,1080.0,1004932.6185516918,486,29.979195,0.016,1.67,0.02672,1.0,7.017
451,451,51633,20,hybrid,1000,216,Bangladesh,delta,992041.1470648686,3120.0,988702.0033226956,775,30.217627,0.016,2.2,0.0352,1.0,3.4690000000000003
454,454,51633,20,hybrid,1000,216,Bangladesh,delta,991932.478867156,2720.0,989110.485909954,255,30.128672,0.016,2.2,0.0352,1.0,3.4690000000000003
456,456,51633,20,hybrid,1000,216,Bangladesh,beta,871056.4944616343,2433.89544746409,868831.6060974856,589,30.098051,0.016,1.0,0.016,1.0,3.4690000000000003
457,457,51633,20,hybrid,1000,216,Oman,gamma,1014910.0578300378,1120.0000000000002,1013836.2301923684,364,29.918182,0.016,2.05,0.0327999999999999,1.0,7.017
458,458,51633,20,hybrid,1000,216,Oman,gamma,1015369.4738352244,1680.0,1013852.8330034435,98,30.040451,0.016,2.05,0.0327999999999999,1.0,7.017
459,459,51633,20,hybrid,1000,216,Bangladesh,delta,992458.9475728796,2260.0,990091.5236532456,44,30.127851,0.016,2.2,0.0352,1.0,3.4690000000000003
463,463,51633,20,hybrid,1000,216,Bangladesh,delta,992808.9116201644,3120.2867837058325,989775.8270130156,228,30.205206,0.016,2.2,0.0352,1.0,3.4690000000000003
464,464,51633,20,hybrid,1000,216,Oman,gamma,1015260.115179976,1320.0,1014015.3740271924,64,30.04296,0.016,2.05,0.0327999999999999,1.0,7.017
466,466,51633,20,hybrid,1000,216,Oman,gamma,1014862.6866290435,1860.0,1013076.7020445068,508,30.077269,0.016,2.05,0.0327999999999999,1.0,7.017
469,469,51633,20,hybrid,1000,216,Oman,beta,957330.7357047496,1440.0,956250.2256236807,627,29.957525,0.016,1.0,0.016,1.0,7.017
470,470,51633,20,hybrid,1000,216,Oman,gamma,1014660.7557779812,1640.0,1013136.5556828494,4,29.910145,0.016,2.05,0.0327999999999999,1.0,7.017
476,476,51633,20,hybrid,1000,216,Bangladesh,delta,993201.205685424,2825.0420219202574,990407.9620103436,797,30.213316,0.016,2.2,0.0352,1.0,3.4690000000000003
477,477,51633,20,hybrid,1000,216,Oman,alpha,1005276.5410675742,1380.0,1003945.4800576336,60,29.970575,0.016,1.67,0.02672,1.0,7.017
478,478,51633,20,hybrid,1000,216,Oman,delta,1017557.4619993836,1360.0,1016243.252771558,292,29.900408,0.016,2.2,0.0352,1.0,7.017
479,479,51633,20,hybrid,1000,216,Bangladesh,delta,993078.0775628266,2440.0,990617.9922631368,4,30.076777,0.016,2.2,0.0352,1.0,3.4690000000000003
480,480,51633,20,hybrid,1000,216,Oman,alpha,1006583.9022339986,1460.0,1004976.5107269648,592,29.938637,0.016,1.67,0.02672,1.0,7.017
481,481,51633,20,hybrid,1000,216,Oman,delta,1017730.6744870684,1460.0,1016250.9303146933,572,29.86959,0.016,2.2,0.0352,1.0,7.017
482,482,51633,20,hybrid,1000,216,Oman,gamma,1014433.8670471348,1240.0,1013304.896467906,626,29.9695,0.016,2.05,0.0327999999999999,1.0,7.017
483,483,51633,20,hybrid,1000,216,Bangladesh,delta,993467.80117718,2340.0,991143.4482883844,465,30.212166,0.016,2.2,0.0352,1.0,3.4690000000000003
484,484,51633,20,hybrid,1000,216,Oman,gamma,1015000.4737880046,1400.0,1013661.4812638684,887,29.9755,0.016,2.05,0.0327999999999999,1.0,7.017
485,485,51633,20,hybrid,1000,216,Bangladesh,gamma,987872.6178316304,3020.0,984552.9080459296,944,30.23094,0.016,2.05,0.0327999999999999,1.0,3.4690000000000003
486,486,51633,20,hybrid,1000,216,Oman,beta,956246.861994102,1083.2144972025317,955220.7576023994,683,29.923288,0.016,1.0,0.016,1.0,7.017
487,487,51633,20,hybrid,1000,216,Bangladesh,delta,992836.5111072564,2980.0,990150.70724462,63,30.19065,0.016,2.2,0.0352,1.0,3.4690000000000003
488,488,51633,20,hybrid,1000,216,Oman,gamma,1014441.4408378612,1640.0,1012764.931215918,316,29.916597,0.016,2.05,0.0327999999999999,1.0,7.017
491,491,51633,20,hybrid,1000,216,Oman,gamma,1015403.9981487698,1360.0,1014195.032025646,522,29.97499,0.016,2.05,0.0327999999999999,1.0,7.017
494,494,51633,20,hybrid,1000,216,Bangladesh,gamma,987056.1278555638,2520.0,984559.7094370802,743,30.343307,0.016,2.05,0.0327999999999999,1.0,3.4690000000000003
495,495,51633,20,hybrid,1000,216,Oman,gamma,1013189.920103006,1320.0,1012044.9233728288,87,29.811228,0.016,2.05,0.0327999999999999,1.0,7.017
496,496,51633,20,hybrid,1000,216,Bangladesh,delta,991385.279745836,2520.0,989052.7280914054,217,30.035477,0.016,2.2,0.0352,1.0,3.4690000000000003
498,498,51633,20,hybrid,1000,216,Oman,beta,956387.065214798,1360.0,955249.4351079024,247,29.963568,0.016,1.0,0.016,1.0,7.017
499,499,51633,20,hybrid,1000,216,Bangladesh,delta,992909.5399633644,2460.0,990319.0195517376,793,30.07423,0.016,2.2,0.0352,1.0,3.4690000000000003
509,509,51633,20,hybrid,1000,216,Bangladesh,delta,993422.3968460482,2860.0,990792.943116836,964,30.17741,0.016,2.2,0.0352,1.0,3.4690000000000003
512,512,51633,20,hybrid,1000,216,Bangladesh,delta,994051.9413060864,2520.0,991732.082749378,186,30.14958,0.016,2.2,0.0352,1.0,3.4690000000000003
513,513,51633,20,hybrid,1000,216,Oman,gamma,1014703.4266401732,1680.0,1012991.7867371388,551,29.956072,0.016,2.05,0.0327999999999999,1.0,7.017
514,514,51633,20,hybrid,1000,216,Bangladesh,gamma,987310.9700950144,2820.0,984669.272555009,309,29.959677,0.016,2.05,0.0327999999999999,1.0,3.4690000000000003
515,515,51633,20,hybrid,1000,216,Bangladesh,beta,876093.8346318853,2430.699320537907,873867.4217213381,391,30.009645,0.016,1.0,0.016,1.0,3.4690000000000003
516,516,51633,20,hybrid,1000,216,Bangladesh,delta,993124.304674842,2420.0,990696.4627328888,599,30.167772,0.016,2.2,0.0352,1.0,3.4690000000000003
518,518,51633,20,hybrid,1000,216,Oman,gamma,1015228.431257877,1580.0,1013610.4636677824,695,29.87296,0.016,2.05,0.0327999999999999,1.0,7.017
520,520,51633,20,hybrid,1000,216,Bangladesh,delta,992404.5974908944,2960.0000000000005,989482.0855968476,968,30.2392,0.016,2.2,0.0352,1.0,3.4690000000000003
521,521,51633,20,hybrid,1000,216,Oman,gamma,1014042.0173944344,1300.0,1013053.5218198928,891,29.999693,0.016,2.05,0.0327999999999999,1.0,7.017
522,522,51633,20,hybrid,1000,216,Bangladesh,delta,993131.3302825228,2560.0,990614.308803765,378,30.189632,0.016,2.2,0.0352,1.0,3.4690000000000003
523,523,51633,20,hybrid,1000,216,Oman,delta,1019298.3110914348,1820.0,1017494.0421310196,314,29.951632,0.016,2.2,0.0352,1.0,7.017
524,524,51633,20,hybrid,1000,216,Bangladesh,gamma,987345.177722481,2680.0,984508.7534980278,345,30.119757,0.016,2.05,0.0327999999999999,1.0,3.4690000000000003
526,526,51633,20,hybrid,1000,216,Oman,gamma,1015432.3850134696,1380.0,1014125.2084966876,45,30.094002,0.016,2.05,0.0327999999999999,1.0,7.017
527,527,51633,20,hybrid,1000,216,Bangladesh,gamma,986977.5617357212,2680.0,984206.1206881258,220,30.143448,0.016,2.05,0.0327999999999999,1.0,3.4690000000000003
528,528,51633,20,hybrid,1000,216,Bangladesh,beta,874053.0795358566,2525.159780352,871702.7869552253,996,30.085758,0.016,1.0,0.016,1.0,3.4690000000000003
532,532,51633,20,hybrid,1000,216,Oman,gamma,1015224.642895817,1500.0,1013767.3585175148,88,30.047947,0.016,2.05,0.0327999999999999,1.0,7.017
533,533,51633,20,hybrid,1000,216,Oman,gamma,1015473.7391270468,1600.0,1013774.0515749326,723,29.944548,0.016,2.05,0.0327999999999999,1.0,7.017
534,534,51633,20,hybrid,1000,216,Bangladesh,delta,994353.88237201,3160.0,991345.36910857,714,30.242405,0.016,2.2,0.0352,1.0,3.4690000000000003
535,535,51633,20,hybrid,1000,216,Oman,gamma,1014357.2828991509,1340.0,1013109.7483916086,547,29.99865,0.016,2.05,0.0327999999999999,1.0,7.017
538,538,51633,20,hybrid,1000,216,Oman,gamma,1015338.342985731,1180.0,1014095.727275671,573,29.987127,0.016,2.05,0.0327999999999999,1.0,7.017
544,544,51633,20,hybrid,1000,216,Oman,gamma,1013551.5600579513,1400.0,1012250.1108075144,209,29.908138,0.016,2.05,0.0327999999999999,1.0,7.017
545,545,51633,20,hybrid,1000,216,Oman,gamma,1012832.2753783724,1700.0,1011176.7188964788,942,29.923594,0.016,2.05,0.0327999999999999,1.0,7.017
546,546,51633,20,hybrid,1000,216,Oman,gamma,1015696.913825688,1240.0,1014398.9026118172,947,30.01628,0.016,2.05,0.0327999999999999,1.0,7.017
550,550,51633,20,hybrid,1000,216,Bangladesh,delta,993994.1854732882,2680.0,991320.7365785014,18,30.197062,0.016,2.2,0.0352,1.0,3.4690000000000003
551,551,51633,20,hybrid,1000,216,Oman,gamma,1015638.675691327,1520.0000000000002,1014066.5140145004,878,29.949335,0.016,2.05,0.0327999999999999,1.0,7.017
552,552,51633,20,hybrid,1000,216,Bangladesh,delta,992622.3754263208,2660.0,989921.0127071209,232,29.974766,0.016,2.2,0.0352,1.0,3.4690000000000003
553,553,51633,20,hybrid,1000,216,Bangladesh,delta,991197.9137649185,2200.0,989110.2175258588,796,30.257418,0.016,2.2,0.0352,1.0,3.4690000000000003
554,554,51633,20,hybrid,1000,216,Bangladesh,delta,992237.0620056028,2740.0,989490.0056068768,600,30.104439,0.016,2.2,0.0352,1.0,3.4690000000000003
555,555,51633,20,hybrid,1000,216,Bangladesh,delta,990990.2960450932,3140.0,987572.755982588,661,30.143106,0.016,2.2,0.0352,1.0,3.4690000000000003
556,556,51633,20,hybrid,1000,216,Bangladesh,delta,991727.0066335436,2860.0,989046.169737719,309,29.959677,0.016,2.2,0.0352,1.0,3.4690000000000003
558,558,51633,20,hybrid,1000,216,Oman,gamma,1013255.3879910614,1540.0,1011736.9387419412,716,29.803162,0.016,2.05,0.0327999999999999,1.0,7.017
562,562,51633,20,hybrid,1000,216,Oman,gamma,1014433.8670471348,1240.0,1013304.896467906,626,29.9695,0.016,2.05,0.0327999999999999,1.0,7.017
565,565,51633,20,hybrid,1000,216,Oman,gamma,1016063.4054245854,1460.0,1014546.685656183,824,30.09186,0.016,2.05,0.0327999999999999,1.0,7.017
567,567,51633,20,hybrid,1000,216,Oman,beta,960652.885208152,1160.0,959889.5702245416,518,29.961117,0.016,1.0,0.016,1.0,7.017
568,568,51633,20,hybrid,1000,216,Oman,gamma,1013900.4969601104,1500.0,1012494.9583717256,409,29.953175,0.016,2.05,0.0327999999999999,1.0,7.017
571,571,51633,20,hybrid,1000,216,Oman,gamma,1016299.9589300406,1360.0,1015061.8819379982,305,30.046377,0.016,2.05,0.0327999999999999,1.0,7.017
572,572,51633,20,hybrid,1000,216,Bangladesh,delta,993957.360082128,2480.0,991369.0452562995,905,30.267778,0.016,2.2,0.0352,1.0,3.4690000000000003
575,575,51633,20,hybrid,1000,216,Oman,gamma,1015494.5693103756,1500.0,1014030.2875900932,615,30.025867,0.016,2.05,0.0327999999999999,1.0,7.017
577,577,51633,20,hybrid,1000,216,Bangladesh,delta,991435.5600712616,2980.0,988419.9041837972,631,30.061464,0.016,2.2,0.0352,1.0,3.4690000000000003
580,580,51633,20,hybrid,1000,216,Oman,alpha,1006141.1725731818,1480.0,1004653.6741007403,845,30.137877,0.016,1.67,0.02672,1.0,7.017
581,581,51633,20,hybrid,1000,216,Oman,gamma,1015796.1466523,1440.0,1014370.4001689056,322,29.95248,0.016,2.05,0.0327999999999999,1.0,7.017
584,584,51633,20,hybrid,1000,216,Oman,gamma,1015139.9639755576,1420.0,1013823.9239422388,594,29.823025,0.016,2.05,0.0327999999999999,1.0,7.017
588,588,51633,20,hybrid,1000,216,Oman,gamma,1015743.8731804095,1520.0,1014242.757396609,139,29.893091,0.016,2.05,0.0327999999999999,1.0,7.017
591,591,51633,20,hybrid,1000,216,Bangladesh,beta,875943.1547698611,2560.0,873459.544560957,249,30.222315,0.016,1.0,0.016,1.0,3.4690000000000003
593,593,51633,20,hybrid,1000,216,Bangladesh,alpha,967655.312630704,2540.0,964958.9642139324,226,30.057335,0.016,1.67,0.02672,1.0,3.4690000000000003
594,594,51633,20,hybrid,1000,216,Oman,gamma,1016155.7065111408,1640.0,1014623.2938793306,399,29.931023,0.016,2.05,0.0327999999999999,1.0,7.017
596,596,51633,20,hybrid,1000,216,Bangladesh,gamma,989997.2137209304,2860.0,987240.466496517,736,30.104576,0.016,2.05,0.0327999999999999,1.0,3.4690000000000003
598,598,51633,20,hybrid,1000,216,Bangladesh,delta,993356.234922841,2820.0,990668.6110879984,782,30.217194,0.016,2.2,0.0352,1.0,3.4690000000000003
599,599,51633,20,hybrid,1000,216,Bangladesh,delta,991597.7857415216,2540.0,989040.2837875984,508,30.328415,0.016,2.2,0.0352,1.0,3.4690000000000003
602,602,51633,20,hybrid,1000,216,Bangladesh,alpha,965960.3769496442,2540.0,963305.0242514972,246,30.055637,0.016,1.67,0.02672,1.0,3.4690000000000003
605,605,51633,20,hybrid,1000,216,Bangladesh,delta,993427.6653177995,2320.0,990744.4403014294,453,30.182062,0.016,2.2,0.0352,1.0,3.4690000000000003
606,606,51633,20,hybrid,1000,216,Oman,gamma,1014180.1679555865,1400.0,1012733.5727967958,391,29.865877,0.016,2.05,0.0327999999999999,1.0,7.017
608,608,51633,20,hybrid,1000,216,Bangladesh,delta,993009.7014970282,2800.0,989990.2183028216,127,30.221375,0.016,2.2,0.0352,1.0,3.4690000000000003
609,609,51633,20,hybrid,1000,216,Bangladesh,gamma,985736.79430235,2480.0,983249.0434808722,433,30.188835,0.016,2.05,0.0327999999999999,1.0,3.4690000000000003
610,610,51633,20,hybrid,1000,216,Bangladesh,alpha,970009.8774856396,2940.0,967042.0630876778,665,30.132181,0.016,1.67,0.02672,1.0,3.4690000000000003
611,611,51633,20,hybrid,1000,216,Bangladesh,delta,993743.5832713532,2460.0,991457.3854515576,288,30.171234,0.016,2.2,0.0352,1.0,3.4690000000000003
613,613,51633,20,hybrid,1000,216,Oman,beta,956262.6172357828,1744.29981696,954622.7255287408,320,29.852814,0.016,1.0,0.016,1.0,7.017
614,614,51633,20,hybrid,1000,216,Oman,alpha,1004788.3415053164,1500.0,1003378.4848154688,673,29.909515,0.016,1.67,0.02672,1.0,7.017
616,616,51633,20,hybrid,1000,216,Bangladesh,delta,993965.2991610576,2320.0,991745.1222301438,28,30.053879,0.016,2.2,0.0352,1.0,3.4690000000000003
618,618,51633,20,hybrid,1000,216,Oman,alpha,1004760.7130954668,1560.0,1003274.6620828956,876,29.935965,0.016,1.67,0.02672,1.0,7.017
620,620,51633,20,hybrid,1000,216,Oman,gamma,1015302.1935089692,1520.0,1013789.11118973,828,29.946732,0.016,2.05,0.0327999999999999,1.0,7.017
625,625,51633,20,hybrid,1000,216,Bangladesh,gamma,986039.2385026754,2840.0,983339.4061899964,447,30.217112,0.016,2.05,0.0327999999999999,1.0,3.4690000000000003
627,627,51633,20,hybrid,1000,216,Bangladesh,delta,992456.609562338,2720.0,989513.646626475,139,30.111135,0.016,2.2,0.0352,1.0,3.4690000000000003
629,629,51633,20,hybrid,1000,216,Oman,gamma,1013763.9160806496,1340.0,1012542.0529900814,96,29.903875,0.016,2.05,0.0327999999999999,1.0,7.017
631,631,51633,20,hybrid,1000,216,Oman,gamma,1015093.133385815,1340.0,1013856.3659608832,204,29.844376,0.016,2.05,0.0327999999999999,1.0,7.017
632,632,51633,20,hybrid,1000,216,Oman,gamma,1015792.75432145,1380.0,1014273.942171801,902,29.974152,0.016,2.05,0.0327999999999999,1.0,7.017
633,633,51633,20,hybrid,1000,216,Bangladesh,alpha,965064.5406927126,2700.0,962370.0884385348,133,30.057787,0.016,1.67,0.02672,1.0,3.4690000000000003
635,635,51633,20,hybrid,1000,216,Bangladesh,delta,992936.1162668716,2580.0,990167.5258890946,196,29.988873,0.016,2.2,0.0352,1.0,3.4690000000000003
636,636,51633,20,hybrid,1000,216,Oman,gamma,1014152.85033096,1880.0,1012296.8248038408,108,30.070953,0.016,2.05,0.0327999999999999,1.0,7.017
637,637,51633,20,hybrid,1000,216,Bangladesh,delta,991416.7452298064,2560.0,988731.0998805574,300,29.9464,0.016,2.2,0.0352,1.0,3.4690000000000003
642,642,51633,20,hybrid,1000,216,Oman,gamma,1015242.4852412523,1540.0,1013544.625161492,852,29.907179,0.016,2.05,0.0327999999999999,1.0,7.017
643,643,51633,20,hybrid,1000,216,Oman,gamma,1013810.7579804516,1700.0,1012214.4955027476,814,29.904024,0.016,2.05,0.0327999999999999,1.0,7.017
645,645,51633,20,hybrid,1000,216,Bangladesh,alpha,963794.7004500828,2300.0,961489.2011932532,997,29.982033,0.016,1.67,0.02672,1.0,3.4690000000000003
649,649,51633,20,hybrid,1000,216,Bangladesh,delta,997346.5695677856,2800.0,994338.9983898172,886,30.129202,0.016,2.2,0.0352,1.0,3.4690000000000003
652,652,51633,20,hybrid,1000,216,Bangladesh,delta,993897.3546016325,2560.0,991375.9797846436,584,30.232899,0.016,2.2,0.0352,1.0,3.4690000000000003
659,659,51633,20,hybrid,1000,216,Oman,gamma,1015213.2096857076,1520.0,1013798.601411882,614,30.032024,0.016,2.05,0.0327999999999999,1.0,7.017
660,660,51633,20,hybrid,1000,216,Oman,gamma,1015954.7163203388,1020.0,1015002.9996014588,851,30.042051,0.016,2.05,0.0327999999999999,1.0,7.017
661,661,51633,20,hybrid,1000,216,Oman,gamma,1014760.2469974782,1400.0,1013325.7290726916,532,29.928772,0.016,2.05,0.0327999999999999,1.0,7.017
662,662,51633,20,hybrid,1000,216,Bangladesh,delta,991922.2479797758,2780.0,989235.1792347778,645,30.096289,0.016,2.2,0.0352,1.0,3.4690000000000003
663,663,51633,20,hybrid,1000,216,Oman,gamma,1013422.8715021892,1280.0,1012287.011901241,683,29.923288,0.016,2.05,0.0327999999999999,1.0,7.017
664,664,51633,20,hybrid,1000,216,Bangladesh,delta,991894.8115430598,2680.0,989179.7616492443,537,30.22859,0.016,2.2,0.0352,1.0,3.4690000000000003
665,665,51633,20,hybrid,1000,216,Oman,gamma,1015359.3802958488,1120.0,1014336.5924309614,278,29.99487,0.016,2.05,0.0327999999999999,1.0,7.017
666,666,51633,20,hybrid,1000,216,Oman,gamma,1015668.775166446,1500.0,1014295.8626345252,587,29.896935,0.016,2.05,0.0327999999999999,1.0,7.017
667,667,51633,20,hybrid,1000,216,Oman,gamma,1014024.6836728476,1520.0,1012573.0846932004,356,29.914255,0.016,2.05,0.0327999999999999,1.0,7.017
668,668,51633,20,hybrid,1000,216,Bangladesh,delta,993761.7710757784,2920.0,990607.8198059312,589,30.098051,0.016,2.2,0.0352,1.0,3.4690000000000003
672,672,51633,20,hybrid,1000,216,Oman,alpha,1005518.1885141372,1380.0,1004147.5059238556,475,29.928904,0.016,1.67,0.02672,1.0,7.017
673,673,51633,20,hybrid,1000,216,Bangladesh,delta,993041.1329330744,2660.0,990314.3818262812,846,30.094358,0.016,2.2,0.0352,1.0,3.4690000000000003
675,675,51633,20,hybrid,1000,216,Bangladesh,gamma,987920.126611134,2840.0,985011.0234328236,185,30.209658,0.016,2.05,0.0327999999999999,1.0,3.4690000000000003
676,676,51633,20,hybrid,1000,216,Oman,gamma,1015976.076914966,1440.0,1014806.2561348538,677,29.99411,0.016,2.05,0.0327999999999999,1.0,7.017
678,678,51633,20,hybrid,1000,216,Bangladesh,delta,994115.2341313752,2460.0,991468.7043011592,772,30.194466,0.016,2.2,0.0352,1.0,3.4690000000000003
679,679,51633,20,hybrid,1000,216,Bangladesh,delta,991097.776089026,3020.0,988010.0350420112,572,30.062172,0.016,2.2,0.0352,1.0,3.4690000000000003
680,680,51633,20,hybrid,1000,216,Bangladesh,delta,989681.8723560078,2720.0,986921.3259076532,121,30.10914,0.016,2.2,0.0352,1.0,3.4690000000000003
681,681,51633,20,hybrid,1000,216,Bangladesh,delta,993999.1872974008,2680.0,991432.0635399685,855,30.084354,0.016,2.2,0.0352,1.0,3.4690000000000003
682,682,51633,20,hybrid,1000,216,Bangladesh,delta,991657.3000265087,2900.0,988818.019373692,856,30.087652,0.016,2.2,0.0352,1.0,3.4690000000000003
684,684,51633,20,hybrid,1000,216,Oman,gamma,1015264.4595641056,1440.0,1013964.5723412856,336,30.06904,0.016,2.05,0.0327999999999999,1.0,7.017
685,685,51633,20,hybrid,1000,216,Oman,beta,958114.2892479232,1340.0,956757.1102509703,672,29.985983,0.016,1.0,0.016,1.0,7.017
688,688,51633,20,hybrid,1000,216,Oman,delta,1016768.1067976272,1220.0,1015511.2954292778,912,29.870647,0.016,2.2,0.0352,1.0,7.017
689,689,51633,20,hybrid,1000,216,Bangladesh,delta,992404.5974908944,2960.0000000000005,989482.0855968476,968,30.2392,0.016,2.2,0.0352,1.0,3.4690000000000003
690,690,51633,20,hybrid,1000,216,Oman,gamma,1015359.564317088,1400.0,1013967.0647515856,5,30.10023,0.016,2.05,0.0327999999999999,1.0,7.017
691,691,51633,20,hybrid,1000,216,Oman,gamma,1015529.4753447492,1380.0,1014209.7628929703,921,30.018177,0.016,2.05,0.0327999999999999,1.0,7.017
694,694,51633,20,hybrid,1000,216,Bangladesh,delta,993394.3531602696,2960.0,990525.6350487154,533,30.183681,0.016,2.2,0.0352,1.0,3.4690000000000003
696,696,51633,20,hybrid,1000,216,Oman,gamma,1015523.6185908896,1440.0,1014064.7305124968,537,30.03107,0.016,2.05,0.0327999999999999,1.0,7.017
698,698,51633,20,hybrid,1000,216,Bangladesh,delta,993129.2881660135,2780.0,990541.477733176,205,30.248884,0.016,2.2,0.0352,1.0,3.4690000000000003
701,701,51633,20,hybrid,1000,216,Oman,gamma,1015711.3262838032,1460.0,1014255.9035111842,221,30.002481,0.016,2.05,0.0327999999999999,1.0,7.017
702,702,51633,20,hybrid,1000,216,Oman,gamma,1014888.6083298258,1620.0,1013375.218968906,758,29.867708,0.016,2.05,0.0327999999999999,1.0,7.017
703,703,51633,20,hybrid,1000,216,Oman,gamma,1014319.4049471996,1340.0,1012930.9833272508,681,29.961401,0.016,2.05,0.0327999999999999,1.0,7.017
704,704,51633,20,hybrid,1000,216,Bangladesh,delta,992902.406568565,2620.0,990591.540187566,531,30.275667,0.016,2.2,0.0352,1.0,3.4690000000000003
706,706,51633,20,hybrid,1000,216,Oman,delta,1017568.8438831026,1540.0,1016048.2417468514,818,30.064045,0.016,2.2,0.0352,1.0,7.017
709,709,51633,20,hybrid,1000,216,Bangladesh,gamma,986947.1041846052,2720.0,984411.6316275898,854,30.045416,0.016,2.05,0.0327999999999999,1.0,3.4690000000000003
714,714,51633,20,hybrid,1000,216,Oman,gamma,1014619.1043368716,1400.0000000000002,1013055.389851389,952,29.992428,0.016,2.05,0.0327999999999999,1.0,7.017
717,717,51633,20,hybrid,1000,216,Bangladesh,delta,994479.497622014,2540.0,991723.0494907374,832,30.223328,0.016,2.2,0.0352,1.0,3.4690000000000003
719,719,51633,20,hybrid,1000,216,Oman,beta,957796.2495266012,1700.0,956221.982893532,707,30.015953,0.016,1.0,0.016,1.0,7.017
722,722,51633,20,hybrid,1000,216,Bangladesh,delta,995444.4293323325,2900.0,992678.6197066428,900,30.113548,0.016,2.2,0.0352,1.0,3.4690000000000003
723,723,51633,20,hybrid,1000,216,Bangladesh,delta,993651.3416273867,2720.0,990934.8111849108,265,30.235018,0.016,2.2,0.0352,1.0,3.4690000000000003
728,728,51633,20,hybrid,1000,216,Bangladesh,delta,992675.6177229814,2680.0,989801.393530441,873,30.007933,0.016,2.2,0.0352,1.0,3.4690000000000003
731,731,51633,20,hybrid,1000,216,Bangladesh,delta,994289.3551935868,2980.0,991073.9982485756,981,30.270031,0.016,2.2,0.0352,1.0,3.4690000000000003
732,732,51633,20,hybrid,1000,216,Oman,gamma,1015242.8277553228,1460.0,1013704.4345105396,771,29.948372,0.016,2.05,0.0327999999999999,1.0,7.017
733,733,51633,20,hybrid,1000,216,Bangladesh,delta,993136.0080065216,2540.0,990559.5217056852,909,30.202269,0.016,2.2,0.0352,1.0,3.4690000000000003
735,735,51633,20,hybrid,1000,216,Bangladesh,delta,993142.2396065732,2700.0,990499.4126440544,718,30.222328,0.016,2.2,0.0352,1.0,3.4690000000000003
737,737,51633,20,hybrid,1000,216,Oman,alpha,1006352.2931861426,1560.0,1004562.3316734032,734,30.018816,0.016,1.67,0.02672,1.0,7.017
739,739,51633,20,hybrid,1000,216,Oman,delta,1017081.799427187,1580.0,1015541.7999024754,371,30.031902,0.016,2.2,0.0352,1.0,7.017
743,743,51633,20,hybrid,1000,216,Oman,gamma,1014696.324249137,1280.0,1013306.25998429,150,30.0066,0.016,2.05,0.0327999999999999,1.0,7.017
745,745,51633,20,hybrid,1000,216,Oman,gamma,1016736.4057516442,1200.0,1015475.6228897236,574,30.181648,0.016,2.05,0.0327999999999999,1.0,7.017
747,747,51633,20,hybrid,1000,216,Bangladesh,delta,994317.2795013556,2880.0,991314.316937724,23,30.112593,0.016,2.2,0.0352,1.0,3.4690000000000003
748,748,51633,20,hybrid,1000,216,Bangladesh,delta,991713.2158493352,2460.0,989340.5777057188,820,30.013826,0.016,2.2,0.0352,1.0,3.4690000000000003
751,751,51633,20,hybrid,1000,216,Bangladesh,alpha,967620.0780067834,2640.0,964969.4333594908,362,30.182184,0.016,1.67,0.02672,1.0,3.4690000000000003
753,753,51633,20,hybrid,1000,216,Oman,alpha,1005700.8337939144,1120.0,1004331.5244772638,812,29.843885,0.016,1.67,0.02672,1.0,7.017
756,756,51633,20,hybrid,1000,216,Oman,alpha,1006466.1872079496,1320.0,1005213.025556154,682,29.99495,0.016,1.67,0.02672,1.0,7.017
757,757,51633,20,hybrid,1000,216,Oman,gamma,1014894.6319474326,1800.0,1013002.5819979382,838,29.966906,0.016,2.05,0.0327999999999999,1.0,7.017
758,758,51633,20,hybrid,1000,216,Bangladesh,delta,995184.2408209508,2760.0,992255.1131911528,279,30.072752,0.016,2.2,0.0352,1.0,3.4690000000000003
759,759,51633,20,hybrid,1000,216,Bangladesh,delta,995064.7230305251,2680.0,992140.6977504716,693,30.204184,0.016,2.2,0.0352,1.0,3.4690000000000003
761,761,51633,20,hybrid,1000,216,Bangladesh,delta,992091.7096027136,2040.0,990086.2501429192,937,30.17418,0.016,2.2,0.0352,1.0,3.4690000000000003
762,762,51633,20,hybrid,1000,216,Bangladesh,delta,995601.9974750144,2520.0,992955.528212462,235,30.171072,0.016,2.2,0.0352,1.0,3.4690000000000003
763,763,51633,20,hybrid,1000,216,Oman,gamma,1016075.9185052068,1720.0,1014423.0779889722,142,29.9175,0.016,2.05,0.0327999999999999,1.0,7.017
764,764,51633,20,hybrid,1000,216,Bangladesh,delta,992729.096755467,2780.0,989914.9139414192,559,30.23735,0.016,2.2,0.0352,1.0,3.4690000000000003
766,766,51633,20,hybrid,1000,216,Bangladesh,delta,993295.9583087014,2480.0,991047.8692720102,109,30.119095,0.016,2.2,0.0352,1.0,3.4690000000000003
