,width,height,intensity,num_lines_abs,num_shapes_abs,num_lines_unit,num_shapes_unit
0,4.908265885966654,8.367783132719254,10.684102978947651,278,13991,6.7687161009843475,340.65146391680577
1,9.239561890666973,0.6323058305935794,12.826540526284571,238,2603,40.737876910095736,445.5491327604168
2,5.144894872091223,9.633529710760895,15.21934889327885,425,33859,8.574858928489954,683.1438787288032
3,3.4894527602775627,4.535774684074759,8.3623932403167,126,3305,7.960892310446327,208.81546893670722
4,7.9856504541105995,1.0902897700544085,1.0322764646551197,24,74,2.7565064183888217,8.499228123365533
5,8.242055271511502,7.835302495589238,3.4789862864079866,121,3168,1.8736742137444409,49.05619759621809
6,6.672135547405879,3.3207800649717356,12.305500380963945,224,9277,10.109811181901076,418.69963542185843
7,2.7616196153287174,6.186518510399854,2.21877655408086,51,541,2.9851076720312872,31.665553932724045
8,0.23763754399239967,5.040775141554764,7.898767981978775,87,390,72.62846617168378,325.57588283858246
9,1.7282163486118596,2.5908929431882424,5.020033510633589,34,229,7.5933136588372285,51.14320081981545
0,4.355972678651262,5.491615875116832,0.8050180137281403,13,40,0.5434480732911138,1.6721479178188117
1,0.7578461104643691,3.4734717707805656,15.770383745901317,127,1754,48.24573435912245,666.3229768968565
2,7.014393488629755,6.173201869910015,10.653909810590312,274,13526,6.327759416327025,312.36961264685885
3,5.116072640506917,2.433851649237973,8.260695083330287,116,2291,9.315950750509472,183.99002732256207
4,8.046002642021753,4.398504734397374,12.912909995840689,328,18848,9.268055143332045,532.5740955534219
5,3.04072880231897,8.615850098052217,2.627870845130105,58,603,2.2138702863307107,23.016616942369286
6,9.855460584011007,9.635093650867644,3.242418096866595,128,3125,1.3479603075946713,32.90918719713553
7,6.703657859380023,7.045304009772044,12.13724093003754,354,23359,7.4953459623397185,494.5869670460268
8,1.4741738290873252,0.3746126146264712,6.304368386279932,19,49,34.4050748010929,88.728877118608
9,2.0978341606510016,1.6258599157142364,7.320758684601406,50,516,14.659384202096485,151.28484496563573
0,7.61341519593579,8.594130715352135,1.300641614608124,49,448,0.7488841009740046,6.846940351762328
1,9.418243036290619,0.3808908566310215,4.799548277257809,103,605,28.712220733424257,168.64945188079298
2,0.9327284833540133,1.9699143978146032,11.194618939318248,79,1090,42.99564788785346,593.2310911108895
3,2.866063889500409,9.84211892313571,7.2886907289642044,175,4416,6.203882631561833,156.55054686272604
4,4.045218670106189,4.838328704711138,2.830379864288817,58,714,2.9634023475891076,36.480504761700395
5,5.026366974497252,7.46869315979497,6.311625167811885,160,5381,4.262075826693798,143.3389376464958
6,6.376463366878049,6.414819502337665,15.759435825083859,388,27577,9.48565698164883,674.1906252137366
7,3.8105533307818327,3.2734070719307065,8.395756962789116,118,2684,9.46006121700291,215.1763076816594
8,8.987276129314946,2.0563754966509276,11.920870616496149,253,8834,13.68957657938899,477.998891313527
9,1.1504168911035282,5.864722376255054,13.006655064242393,187,3959,27.716532626132963,586.7901212131572
0,8.323679236404244,7.532589432551585,1.2163645758234984,41,436,0.6539194036443106,6.953874633876083
1,9.425436438616417,0.05182353682242691,2.553021984972551,45,50,92.12637770453247,102.36264189392497
2,4.507610378684455,8.33660427819392,10.354521901680252,260,11710,6.9189117442179775,311.6171404799712
3,6.24240973241508,3.1344146769389742,15.05894546263563,309,16183,15.79245893123059,827.0853167770376
4,1.1148368247392035,9.063374970472768,8.558189226468793,203,3450,20.09068683965107,341.44270737338024
5,2.6106200424416324,2.9899602323899455,4.687246630796522,63,808,8.0710766075885,103.51476030050014
6,7.288630553240255,6.322353844974723,14.128991052460368,397,30625,8.615208076028834,664.5862653107886
7,3.5812382214226126,4.809874445854635,7.944043057066421,139,3518,8.06952273241406,204.2343954865659
8,0.1543627152742023,5.254640654763763,11.39887555757687,123,450,151.64206175047687,554.7880307944275
9,5.481140101854818,1.6815027222239292,5.969387960325831,83,1128,9.005536992635799,122.38850274329134
0,5.373309316279753,0.2310747965880714,5.955627090969054,70,281,56.37721510848842,226.3142492212178
1,2.270744673143554,8.671892743598729,1.3691143489700572,38,165,1.9297515338537252,8.37918429173328
2,0.6439995432390158,9.019710537754364,12.528351783307185,229,2285,39.42369467712019,393.37616741143944
3,1.4087341710980965,7.104108581984574,3.835493647389528,77,656,7.693998285378929,65.54886850920231
4,8.025386355660345,2.79991608537319,9.068936218513034,183,5411,8.144044254176883,240.80559267404982
5,6.15615259736619,6.178544662054334,6.727974872665314,173,5339,4.548315016231153,140.3667853853071
6,3.7159722288473973,1.6527461078518746,10.06903636841762,97,1529,15.794036288775112,248.95960294368192
7,4.658923941910151,5.238182781046726,14.234137309633793,287,16137,11.760224910913973,661.2360605833406
8,9.027095992503483,4.099441392759346,1.6208030776171778,41,356,1.1079269180968312,9.62004836201151
9,7.221972161932949,3.243172190999454,14.536813649367149,246,10539,10.502901429192162,449.9596673262447
0,5.8747016726842,0.8736771141863388,14.874092992729585,198,3857,38.57699665416128,751.4721014904043
1,1.528937134027212,5.984083469199295,11.573772401679856,184,4478,20.110855782410095,489.4370227914805
2,6.939067698512896,7.768273413864518,1.667349103418179,55,539,1.0203215567177844,9.999151255834287
3,4.798783235773666,1.4177667821673339,9.628598295573461,129,2316,18.96067440548644,340.4102474659426
4,0.9979341105333375,4.4213570022770705,4.780355823577651,49,319,11.105513107982762,72.2991567642143
5,2.35071181545171,9.737582301588892,8.68443701397738,197,5099,8.60628442140426,222.75860032863108
6,9.767188288931127,3.238777145768302,5.414922635455491,149,4035,4.710159809003735,127.55365657268504
7,3.4019309136092417,2.110474113131395,1.0874356523089117,11,33,1.532100188231869,4.596300564695607
8,8.47987562030391,6.354622157640777,13.149206220584103,410,34635,7.608598052020133,642.7409598334568
9,7.62750546321837,8.287238991654082,7.919937894320361,257,13232,4.065750579008546,209.33078467486803
0,2.8940992036791346,3.8686231679556107,4.4744596655618825,62,887,5.537603384862776,79.22345487698843
1,9.229954605891086,7.776596852791742,7.17043576242008,227,9793,3.162544949112989,136.43525412627093
2,3.213104704025083,5.770921844644052,1.7876931023398313,28,158,1.5100382929728293,8.520930367489537
3,8.031134082884513,0.8447832281168877,11.40029726752408,210,3000,30.952599976163622,442.1799996594803
4,7.651666825375885,6.7610239909429986,1.0969044595663542,23,123,0.44458960851806784,2.3775879064227103
5,6.368526343723761,9.626220321631415,15.088489431839141,486,46130,7.927596225089552,752.4691643279444
6,1.8643582498396372,8.131244877682388,9.920839562720538,194,4812,12.797210709041915,317.4235975871634
7,5.473209906691557,1.032526179491252,5.586551274786299,83,752,14.687061589996896,133.06831705635742
8,4.968193427914722,2.9208478478156867,8.102734299320215,139,3361,9.578717606775225,231.61201349907574
9,0.18552551570312115,4.616650314520738,13.731154243063038,132,480,154.11442963118964,560.4161077497805
0,4.205841210036769,3.3161561049767503,10.327583769014174,157,5087,11.256718715332335,364.7320261458318
1,1.1119196193977279,1.5072348086883924,7.224953645726801,37,267,22.07737403215186,159.31510450228504
2,6.269749611516989,8.041572859050392,8.782154528411072,259,13696,5.136988171768996,271.64552123763775
3,0.05708685608931485,6.148343200962088,4.266982812073767,47,52,133.907107815525,148.1525448171766
4,8.531169528001033,5.986630122958847,11.4234420076101,342,22149,6.6963031625406355,433.6737390266448
5,2.936605692294961,9.965118696436047,12.847957743796286,309,13586,10.559184226644977,464.26238479999563
6,3.039343540668509,4.0049399809344095,0.49268790654590544,6,16,0.49291887280960506,1.31445032749228
7,9.122109914010027,2.951811785423239,5.927489220378634,138,2461,5.12501479181333,91.39609712067106
8,7.4521990282834345,7.639119937815499,14.722965523396718,413,35449,7.2547471027134485,622.6961986539686
9,5.933875017527905,0.8679182945200221,2.6774918933198677,42,181,8.155151865033377,35.14482113264384
0,6.692436151324369,8.191867324718743,4.608126540098334,107,2607,1.9517160397603237,47.55255809023518
1,1.9912559937021883,6.32337156211552,7.441403790475511,117,2048,9.292018460455514,162.65003253857174
2,5.128394289454126,3.226656402226988,8.852732458482137,149,3989,9.00434526708856,241.0626393987669
3,8.104109649384167,4.354996305831937,11.7189340049846,269,13631,7.62182864390007,386.2198745167355
4,9.724338817128741,9.069423842746094,13.332803060893117,522,51031,5.918759896072344,578.6211422537697
5,0.5783869170064091,5.519059790908271,10.671179128317103,128,1214,40.098341467680626,380.30770735753345
6,7.274160666559806,7.067612563592215,6.390622977953868,174,6441,3.3844930372435496,125.28459570623966
7,2.0794193689889866,0.8003565078223616,15.458942703759007,86,1339,51.67409576095619,804.5536537665156
8,3.08565824959643,2.2337120819104332,2.49245346779204,22,83,3.1918881411560776,12.042123441634292
